customerID,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
"4378-MYPGO",68,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"4381-MHQDC",47,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","Two year","Yes","Mailed check","No"
"4385-GZQXV",16,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"4385-ZKVNW",44,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"4389-UEFCZ",72,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Two year","Yes","Electronic check","No"
"4390-KYULV",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)","Yes"
"4391-LNRXK",22,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","No"
"4391-RESHN",23,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Mailed check","Yes"
"4393-GEADV",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)","No"
"4393-OBCRR",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","No"
"4393-RYCRE",44,"Yes","No","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check","No"
"4395-PZMSN",5,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check","No"
"4396-KLSEH",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check","No"
"4397-FRLTA",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No"
"4398-HSCJH",3,"Yes","Yes","DSL","No","No","No","Yes","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"4402-FTBXC",54,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","No","Month-to-month","No","Mailed check","No"
"4403-BWPAY",14,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)","No"
"4404-HIBDJ",25,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","One year","No","Mailed check","Yes"
"4412-YLTKF",27,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"4415-IJZTP",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"4415-WNGVR",12,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check","No"
"4418-LZMSV",13,"Yes","No","DSL","No","Yes","Yes","Yes","No","No","Month-to-month","No","Bank transfer (automatic)","No"
"4419-UJMUS",69,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Two year","Yes","Electronic check","No"
"4422-QVIJA",35,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check","No"
"4423-JWZJN",64,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","One year","No","Credit card (automatic)","No"
"4423-YLHDV",21,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"4424-TKOPW",2,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"4425-OWHWB",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)","No"
"4429-WYGFR",26,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)","No"
"4430-UZIPO",3,"No","No phone service","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check","Yes"
"4430-YHXGG",4,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check","No"
"4431-EDMIQ",7,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Electronic check","No"
"4432-ADRLB",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check","Yes"
"4433-JCGCG",46,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"4439-JMPMT",5,"Yes","No","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"4439-YRNVD",10,"No","No phone service","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Electronic check","No"
"4441-NIHPT",13,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"4443-EMBNA",71,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No"
"4445-KWOKW",42,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","One year","Yes","Bank transfer (automatic)","No"
"4445-ZJNMU",9,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","No"
"4446-BZKHU",61,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"4450-DLLMH",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","No"
"4450-MDZFX",60,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)","No"
"4450-YOOHP",39,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","No"
"4451-RWASJ",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check","No"
"4452-QIIEB",7,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check","No"
"4452-ROHMO",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No"
"4455-BFSPD",61,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","One year","No","Bank transfer (automatic)","No"
"4456-RHSNB",19,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"4458-KVRBJ",59,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No"
"4459-BBGHE",30,"No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"4462-CYWMH",62,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","No"
"4464-JCOLN",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","Yes"
"4465-VDKIQ",18,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","No","Electronic check","No"
"4468-KAZHE",20,"Yes","No","DSL","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check","No"
"4468-YDOVK",5,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"4471-KXAUH",42,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Electronic check","Yes"
"4472-LVYGI",0,"No","No phone service","DSL","Yes","No","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)","No"
"4472-VESGY",52,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","Month-to-month","No","Bank transfer (automatic)","No"
"4475-NVTLU",45,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Electronic check","No"
"4476-OSWTN",69,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check","No"
"4480-MBMLB",36,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)","No"
"4480-QQRHC",8,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"4482-EWFMI",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","No"
"4482-FTFFX",5,"Yes","No","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Electronic check","No"
"4484-CGXFK",3,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","Yes"
"4484-GLZOU",52,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"4486-EFAEB",13,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check","No"
"4487-ZYJZK",38,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)","No"
"4488-KQFDT",61,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check","No"
"4488-PSYCG",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)","Yes"
"4489-SNOJF",35,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","No","Month-to-month","No","Electronic check","Yes"
"4495-LHSSK",18,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","No","Mailed check","No"
"4500-HKANN",23,"Yes","Yes","DSL","No","Yes","No","Yes","No","No","Two year","No","Mailed check","No"
"4501-EQDRN",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)","Yes"
"4501-UYKBC",46,"Yes","Yes","DSL","No","No","Yes","Yes","No","Yes","One year","Yes","Credit card (automatic)","No"
"4501-VCPFK",26,"No","No phone service","DSL","No","No","Yes","Yes","No","No","Month-to-month","No","Electronic check","No"
"4503-BDXBD",11,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Electronic check","Yes"
"4504-YOULA",35,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","No"
"4505-EXZHB",6,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Electronic check","Yes"
"4508-OEBEY",31,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Credit card (automatic)","No"
"4510-HIMLV",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"4510-PYUSH",38,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","Yes"
"4512-ZUIYL",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)","Yes"
"4513-CXYIX",71,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Two year","Yes","Credit card (automatic)","No"
"4514-GFCFI",16,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"4518-FZBSX",42,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","No"
"4521-WFJAI",56,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)","No"
"4521-YEEHE",18,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Electronic check","No"
"4522-AKYLR",13,"Yes","No","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check","No"
"4522-XRWWI",42,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","Yes","One year","No","Credit card (automatic)","No"
"4523-WXCEF",59,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","No","Electronic check","Yes"
"4524-QCSSM",26,"No","No phone service","DSL","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","No"
"4525-VZCZG",54,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check","No"
"4526-EXKKN",40,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check","No"
"4526-RMTLL",8,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","Yes","Two year","Yes","Credit card (automatic)","No"
"4526-ZJJTM",25,"Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","No","Bank transfer (automatic)","No"
"4529-CKBCL",2,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"4530-NDRKU",42,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Electronic check","No"
"4531-AUZNK",51,"Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","No","One year","Yes","Mailed check","No"
"4534-WGCIR",58,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No"
"4536-PLEQY",12,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)","No"
"4537-CIBHB",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","No"
"4537-DKTAL",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check","No"
"4538-WNTMJ",46,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","No"
"4541-RMRLG",7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check","Yes"
"4544-RXFMG",8,"Yes","No","DSL","No","No","No","No","No","No","One year","Yes","Mailed check","No"
"4546-FOKWR",16,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","No"
"4547-FZJWE",55,"Yes","No","DSL","Yes","No","No","No","No","Yes","One year","No","Credit card (automatic)","No"
"4547-KQRTM",10,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"4547-LYTDD",16,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check","Yes"
"4548-SDBKE",5,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"4549-ZDQYY",52,"Yes","No","DSL","Yes","No","Yes","Yes","No","No","One year","No","Credit card (automatic)","No"
"4550-EVXNY",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"4550-VBOFE",70,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"4553-DVPZG",62,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"4554-YGZIH",49,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Credit card (automatic)","Yes"
